"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"31","鳥取県","31201","鳥取市","312010001001","相生町一丁目","35.508259","134.228615","0","3"
"31","鳥取県","31201","鳥取市","312010001002","相生町二丁目","35.507485","134.226544","0","3"
"31","鳥取県","31201","鳥取市","312010001003","相生町三丁目","35.509221","134.227255","0","3"
"31","鳥取県","31201","鳥取市","312010001004","相生町四丁目","35.511556","134.227580","0","3"
"31","鳥取県","31201","鳥取市","312010002001","青葉町一丁目","35.512845","134.227815","0","3"
"31","鳥取県","31201","鳥取市","312010002002","青葉町二丁目","35.515285","134.225330","0","3"
"31","鳥取県","31201","鳥取市","312010002003","青葉町三丁目","35.516340","134.223810","0","3"
"31","鳥取県","31201","鳥取市","312010003000","青谷町青谷","35.519442","134.001689","0","0"
"31","鳥取県","31201","鳥取市","312010004000","青谷町井手","35.518872","133.983660","0","0"
"31","鳥取県","31201","鳥取市","312010005000","青谷町大坪","35.490764","134.009536","0","0"
"31","鳥取県","31201","鳥取市","312010006000","青谷町奥崎","35.501503","134.006975","0","0"
"31","鳥取県","31201","鳥取市","312010007000","青谷町小畑","35.439708","134.006880","0","0"
"31","鳥取県","31201","鳥取市","312010008000","青谷町紙屋","35.465122","133.971843","0","0"
"31","鳥取県","31201","鳥取市","312010009000","青谷町亀尻","35.502407","133.987113","0","0"
"31","鳥取県","31201","鳥取市","312010010000","青谷町河原","35.463054","134.018569","0","0"
"31","鳥取県","31201","鳥取市","312010011000","青谷町北河原","35.497423","133.977807","0","0"
"31","鳥取県","31201","鳥取市","312010012000","青谷町絹見","35.492208","133.962071","0","0"
"31","鳥取県","31201","鳥取市","312010013000","青谷町楠根","35.458181","133.962516","0","0"
"31","鳥取県","31201","鳥取市","312010014000","青谷町蔵内","35.480459","134.023629","0","0"
"31","鳥取県","31201","鳥取市","312010015000","青谷町桑原","35.437315","133.963327","0","0"
"31","鳥取県","31201","鳥取市","312010016000","青谷町栄町","35.505499","133.984514","0","0"
"31","鳥取県","31201","鳥取市","312010017000","青谷町澄水","35.444152","133.980349","0","0"
"31","鳥取県","31201","鳥取市","312010018000","青谷町田原谷","35.476904","133.964660","0","0"
"31","鳥取県","31201","鳥取市","312010019000","青谷町露谷","35.498001","133.995383","0","0"
"31","鳥取県","31201","鳥取市","312010020000","青谷町長和瀬","35.511566","133.973443","0","0"
"31","鳥取県","31201","鳥取市","312010021000","青谷町鳴瀧","35.487536","133.974054","0","0"
"31","鳥取県","31201","鳥取市","312010022000","青谷町八葉寺","35.452085","133.992772","0","0"
"31","鳥取県","31201","鳥取市","312010023000","青谷町早牛","35.472282","134.006162","0","0"
"31","鳥取県","31201","鳥取市","312010024000","青谷町山田","35.485501","133.991364","0","0"
"31","鳥取県","31201","鳥取市","312010025000","青谷町山根","35.474429","134.018020","0","0"
"31","鳥取県","31201","鳥取市","312010026000","青谷町養郷","35.503648","134.016824","0","0"
