"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"40","福岡県","40101","北九州市門司区","401010001000","青葉台","33.885076","130.920790","0","0"
"40","福岡県","40101","北九州市門司区","401010002000","泉ケ丘","33.891163","130.935003","0","0"
"40","福岡県","40101","北九州市門司区","401010003001","稲積一丁目","33.889044","130.927757","0","3"
"40","福岡県","40101","北九州市門司区","401010003002","稲積二丁目","33.886329","130.928960","0","3"
"40","福岡県","40101","北九州市門司区","401010004000","梅ノ木町","33.908549","130.935677","0","0"
"40","福岡県","40101","北九州市門司区","401010005000","老松町","33.946371","130.969312","0","0"
"40","福岡県","40101","北九州市門司区","401010006000","大字伊川","33.911009","130.975146","0","0"
"40","福岡県","40101","北九州市門司区","401010007000","大字今津","33.882254","130.983263","0","0"
"40","福岡県","40101","北九州市門司区","401010008000","大字大積","33.930808","130.994236","0","0"
"40","福岡県","40101","北九州市門司区","401010009000","大字吉志","33.871364","130.946266","0","0"
"40","福岡県","40101","北九州市門司区","401010010000","大字喜多久","33.913683","130.999474","0","0"
"40","福岡県","40101","北九州市門司区","401010011000","大字黒川","33.927466","130.961135","0","0"
"40","福岡県","40101","北九州市門司区","401010012000","大字小森江","33.924526","130.950612","0","0"
"40","福岡県","40101","北九州市門司区","401010013000","大字猿喰","33.894525","130.977856","0","0"
"40","福岡県","40101","北九州市門司区","401010014000","大字白野江","33.945783","130.996794","0","0"
"40","福岡県","40101","北九州市門司区","401010015000","大字大里","33.897065","130.948966","0","0"
"40","福岡県","40101","北九州市門司区","401010016000","大字田野浦","33.955781","131.000530","0","0"
"40","福岡県","40101","北九州市門司区","401010017000","大字恒見","33.855589","130.975604","0","0"
"40","福岡県","40101","北九州市門司区","401010018000","大字畑","33.884510","130.963202","0","0"
"40","福岡県","40101","北九州市門司区","401010019000","大字柄杓田","33.909314","130.991150","0","0"
"40","福岡県","40101","北九州市門司区","401010020000","大字門司","33.935316","130.958284","0","0"
"40","福岡県","40101","北九州市門司区","401010021001","大久保一丁目","33.956226","130.974170","0","3"
"40","福岡県","40101","北九州市門司区","401010021002","大久保二丁目","33.955647","130.977268","0","3"
"40","福岡県","40101","北九州市門司区","401010021003","大久保三丁目","33.954874","130.980371","0","3"
"40","福岡県","40101","北九州市門司区","401010022001","奥田一丁目","33.910666","130.955907","0","3"
"40","福岡県","40101","北九州市門司区","401010022002","奥田二丁目","33.908838","130.954638","0","3"
"40","福岡県","40101","北九州市門司区","401010022003","奥田三丁目","33.908665","130.958631","0","3"
"40","福岡県","40101","北九州市門司区","401010022004","奥田四丁目","33.913258","130.961046","0","3"
"40","福岡県","40101","北九州市門司区","401010022005","奥田五丁目","33.914367","130.958975","0","3"
"40","福岡県","40101","北九州市門司区","401010023000","花月園","33.948116","130.978600","0","0"
"40","福岡県","40101","北九州市門司区","401010024001","風師一丁目","33.938707","130.951537","0","3"
"40","福岡県","40101","北九州市門司区","401010024002","風師二丁目","33.937104","130.951671","0","3"
"40","福岡県","40101","北九州市門司区","401010024003","風師三丁目","33.933889","130.948288","0","3"
"40","福岡県","40101","北九州市門司区","401010024004","風師四丁目","33.929884","130.946755","0","3"
"40","福岡県","40101","北九州市門司区","401010025000","春日町","33.930959","130.971413","0","0"
"40","福岡県","40101","北九州市門司区","401010026000","片上海岸","33.930009","130.943013","0","0"
"40","福岡県","40101","北九州市門司区","401010027000","片上町","33.924762","130.945190","0","0"
"40","福岡県","40101","北九州市門司区","401010028000","上二十町","33.909244","130.945042","0","0"
"40","福岡県","40101","北九州市門司区","401010029001","上藤松一丁目","33.881981","130.929774","0","3"
"40","福岡県","40101","北九州市門司区","401010029002","上藤松二丁目","33.881494","130.926716","0","3"
"40","福岡県","40101","北九州市門司区","401010029003","上藤松三丁目","33.882185","130.921325","0","3"
"40","福岡県","40101","北九州市門司区","401010030000","上本町","33.946144","130.980234","0","0"
"40","福岡県","40101","北九州市門司区","401010031001","上馬寄一丁目","33.890261","130.929576","0","3"
"40","福岡県","40101","北九州市門司区","401010031002","上馬寄二丁目","33.888412","130.931647","0","3"
"40","福岡県","40101","北九州市門司区","401010031003","上馬寄三丁目","33.885817","130.932211","0","3"
"40","福岡県","40101","北九州市門司区","401010032001","吉志一丁目","33.871247","130.972825","0","3"
"40","福岡県","40101","北九州市門司区","401010032002","吉志二丁目","33.865617","130.972225","0","3"
"40","福岡県","40101","北九州市門司区","401010032003","吉志三丁目","33.865039","130.968348","0","3"
"40","福岡県","40101","北九州市門司区","401010032004","吉志四丁目","33.866110","130.965157","0","3"
"40","福岡県","40101","北九州市門司区","401010032005","吉志五丁目","33.865743","130.958729","0","3"
"40","福岡県","40101","北九州市門司区","401010032006","吉志六丁目","33.868289","130.961416","0","3"
"40","福岡県","40101","北九州市門司区","401010032007","吉志七丁目","33.870435","130.965297","0","3"
"40","福岡県","40101","北九州市門司区","401010033001","吉志新町一丁目","33.869472","130.969786","0","3"
"40","福岡県","40101","北九州市門司区","401010033002","吉志新町二丁目","33.871177","130.970369","0","3"
"40","福岡県","40101","北九州市門司区","401010033003","吉志新町三丁目","33.874057","130.970285","0","3"
"40","福岡県","40101","北九州市門司区","401010033004","吉志新町四丁目","33.872907","130.967349","0","3"
"40","福岡県","40101","北九州市門司区","401010034000","北川町","33.921977","130.944578","0","0"
"40","福岡県","40101","北九州市門司区","401010035001","旧門司一丁目","33.953231","130.967684","0","3"
"40","福岡県","40101","北九州市門司区","401010035002","旧門司二丁目","33.956521","130.965581","0","3"
"40","福岡県","40101","北九州市門司区","401010036001","清滝一丁目","33.941160","130.960264","0","3"
"40","福岡県","40101","北九州市門司区","401010036002","清滝二丁目","33.943260","130.961790","0","3"
"40","福岡県","40101","北九州市門司区","401010036003","清滝三丁目","33.941423","130.962664","0","3"
"40","福岡県","40101","北九州市門司区","401010036004","清滝四丁目","33.942318","130.965168","0","3"
"40","福岡県","40101","北九州市門司区","401010036005","清滝五丁目","33.941990","130.967105","0","3"
"40","福岡県","40101","北九州市門司区","401010037001","清見一丁目","33.951524","130.975093","0","3"
"40","福岡県","40101","北九州市門司区","401010037002","清見二丁目","33.952041","130.979166","0","3"
"40","福岡県","40101","北九州市門司区","401010037003","清見三丁目","33.950348","130.981635","0","3"
"40","福岡県","40101","北九州市門司区","401010037004","清見四丁目","33.948301","130.983671","0","3"
"40","福岡県","40101","北九州市門司区","401010038000","清見佐夜町","33.944854","130.988071","0","0"
"40","福岡県","40101","北九州市門司区","401010039001","葛葉一丁目","33.935866","130.948194","0","3"
"40","福岡県","40101","北九州市門司区","401010039002","葛葉二丁目","33.932953","130.945978","0","3"
"40","福岡県","40101","北九州市門司区","401010039003","葛葉三丁目","33.928781","130.943644","0","3"
"40","福岡県","40101","北九州市門司区","401010040001","黒川西一丁目","33.923009","130.979299","0","3"
"40","福岡県","40101","北九州市門司区","401010040002","黒川西二丁目","33.919843","130.981523","0","3"
"40","福岡県","40101","北九州市門司区","401010040003","黒川西三丁目","33.920632","130.983038","0","3"
"40","福岡県","40101","北九州市門司区","401010041001","黒川東一丁目","33.926172","130.982120","0","3"
"40","福岡県","40101","北九州市門司区","401010041002","黒川東二丁目","33.929575","130.982469","0","3"
"40","福岡県","40101","北九州市門司区","401010042000","黄金町","33.908652","130.938902","0","0"
"40","福岡県","40101","北九州市門司区","401010043000","小松町","33.895210","130.936056","0","0"
"40","福岡県","40101","北九州市門司区","401010044001","小森江一丁目","33.922543","130.940836","0","3"
"40","福岡県","40101","北九州市門司区","401010044002","小森江二丁目","33.922252","130.942281","0","3"
"40","福岡県","40101","北九州市門司区","401010044003","小森江三丁目","33.916526","130.939567","0","3"
"40","福岡県","40101","北九州市門司区","401010045000","栄町","33.945447","130.966107","0","0"
"40","福岡県","40101","北九州市門司区","401010046001","寺内一丁目","33.907379","130.947330","0","3"
"40","福岡県","40101","北九州市門司区","401010046002","寺内二丁目","33.904868","130.945782","0","3"
"40","福岡県","40101","北九州市門司区","401010046003","寺内三丁目","33.903747","130.947077","0","3"
"40","福岡県","40101","北九州市門司区","401010046004","寺内四丁目","33.904627","130.950348","0","3"
"40","福岡県","40101","北九州市門司区","401010046005","寺内五丁目","33.902907","130.948529","0","3"
"40","福岡県","40101","北九州市門司区","401010047000","下二十町","33.911685","130.939837","0","0"
"40","福岡県","40101","北九州市門司区","401010048000","下馬寄","33.896082","130.928382","0","0"
