"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"07","福島県","07201","福島市","072010001000","旭町","37.763946","140.476537","1","1"
"07","福島県","07201","福島市","072010002000","栄町","37.753987","140.462217","1","1"
"07","福島県","07201","福島市","072010003000","永井川","37.720244","140.451449","1","1"
"07","福島県","07201","福島市","072010004000","岡島","37.783131","140.507911","1","1"
"07","福島県","07201","福島市","072010005000","岡部","37.774232","140.502077","1","1"
"07","福島県","07201","福島市","072010006000","沖高","37.803578","140.467002","1","1"
"07","福島県","07201","福島市","072010007000","下鳥渡","37.726764","140.423252","1","1"
"07","福島県","07201","福島市","072010008000","下飯坂","37.811004","140.470659","1","1"
"07","福島県","07201","福島市","072010009000","下野寺","37.767551","140.406721","1","1"
"07","福島県","07201","福島市","072010010000","花園町","37.762465","140.472411","1","1"
"07","福島県","07201","福島市","072010011000","霞町","37.763436","140.470028","1","1"
"07","福島県","07201","福島市","072010012000","鎌田","37.795973","140.493386","1","1"
"07","福島県","07201","福島市","072010013000","丸子","37.783156","140.474813","1","1"
"07","福島県","07201","福島市","072010014000","吉倉","37.746149","140.438810","1","1"
"07","福島県","07201","福島市","072010015000","宮下町","37.760946","140.467031","1","1"
"07","福島県","07201","福島市","072010016000","宮代","37.808626","140.484803","1","1"
"07","福島県","07201","福島市","072010017000","宮町","37.756158","140.469519","1","1"
"07","福島県","07201","福島市","072010018000","郷野目","37.738346","140.462092","1","1"
"07","福島県","07201","福島市","072010019000","金谷川","37.682297","140.455983","1","1"
"07","福島県","07201","福島市","072010020000","五月町","37.749672","140.462755","1","1"
"07","福島県","07201","福島市","072010022000","五老内町","37.760303","140.474464","1","1"
"07","福島県","07201","福島市","072010023000","御山","37.772754","140.462838","1","1"
"07","福島県","07201","福島市","072010024000","御山町","37.764209","140.467307","1","1"
"07","福島県","07201","福島市","072010025000","御倉町","37.745811","140.465835","1","1"
"07","福島県","07201","福島市","072010026000","光が丘","37.690333","140.470441","1","1"
"07","福島県","07201","福島市","072010027000","荒井","37.711522","140.373362","1","1"
"07","福島県","07201","福島市","072010028000","荒町","37.748516","140.465328","1","1"
"07","福島県","07201","福島市","072010029000","黒岩","37.718292","140.468440","1","1"
"07","福島県","07201","福島市","072010030000","腰浜町","37.756330","140.482904","1","1"
"07","福島県","07201","福島市","072010031000","佐原","37.716330","140.344773","1","1"
"07","福島県","07201","福島市","072010032000","佐倉下","37.741525","140.408451","1","1"
"07","福島県","07201","福島市","072010033000","在庭坂","37.760490","140.351650","1","1"
"07","福島県","07201","福島市","072010034000","桜本","37.750578","140.403683","1","1"
"07","福島県","07201","福島市","072010035000","桜木町","37.764380","140.483063","1","1"
"07","福島県","07201","福島市","072010037000","笹木野","37.774309","140.416435","1","1"
"07","福島県","07201","福島市","072010038000","三河南町","37.756663","140.455711","1","1"
"07","福島県","07201","福島市","072010039000","三河北町","37.759613","140.456045","1","1"
"07","福島県","07201","福島市","072010040000","山下町","37.764701","140.473229","1","1"
"07","福島県","07201","福島市","072010041000","山口","37.760389","140.503265","1","1"
"07","福島県","07201","福島市","072010042000","山田","37.711466","140.412485","1","1"
